longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,rooms_per_household,population_per_household,bedrooms_per_room,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN
-121.23,38.79,45.0,907.0,176.0,463.0,190.0,2.2292,4.773684210523804,2.4368421052618756,0.19404630650494,False,True,False,False,False
-117.94,34.1,31.0,1239.0,254.0,929.0,244.0,3.3625,5.077868852456936,3.8073770491787675,0.20500403551249355,True,False,False,False,False
-120.96,39.12,24.0,2069.0,436.0,909.0,374.0,2.5326,5.5320855614958475,2.43048128342181,0.21072982116963698,False,True,False,False,False
-117.35,33.98,31.0,4163.0,1242.0,3928.0,1076.0,1.6943,3.8689591078063317,3.6505576208175046,0.29834254143645694,False,True,False,False,False
-119.03,34.24,25.0,3655.0,545.0,1776.0,544.0,5.687,6.7187499999987645,3.2647058823523407,0.14911080711353902,True,False,False,False,False
-117.0,32.77,30.0,1802.0,401.0,776.0,386.0,2.8125,4.668393782382211,2.0103626942999973,0.22253052164260695,True,False,False,False,False
-120.84,35.31,23.0,3100.0,603.0,1515.0,609.0,2.8493,5.090311986862875,2.4876847290636306,0.1945161290322518,False,False,False,False,True
-118.33,34.08,50.0,2989.0,832.0,1345.0,775.0,3.2426,3.8567741935478894,1.735483870967518,0.27835396453662503,True,False,False,False,False
-118.05,33.81,26.0,2523.0,437.0,1377.0,450.0,5.2542,5.606666666665421,3.05999999999932,0.1732065001981699,True,False,False,False,False
-117.94,34.08,32.0,2704.0,514.0,1669.0,497.0,4.4653,5.44064386317798,3.3581488933594854,0.19008875739644268,True,False,False,False,False
-118.8,34.27,12.0,3330.0,600.0,1577.0,584.0,4.6985,5.702054794519571,2.700342465752962,0.18018018018017476,True,False,False,False,False
-122.0,37.27,33.0,1664.0,271.0,759.0,272.0,5.7876,6.11764705882128,2.7904411764695625,0.16286057692306713,True,False,False,False,False
-121.89,37.3,47.0,2355.0,426.0,961.0,428.0,5.3955,5.502336448596846,2.2453271028032136,0.18089171974521526,True,False,False,False,False
-117.22,32.74,52.0,1260.0,202.0,555.0,209.0,7.2758,6.028708133968408,2.655502392343227,0.1603174603174476,False,False,False,False,True
-121.49,38.59,20.0,463.0,180.0,486.0,190.0,1.0313,2.4368421052618756,2.557894736840759,0.388768898488037,False,True,False,False,False
-118.39,34.02,38.0,2447.0,636.0,1312.0,574.0,3.5909,4.263066202089849,2.2857142857138872,0.25991009399263343,True,False,False,False,False
-119.56,36.53,19.0,2746.0,495.0,1670.0,518.0,3.2019,5.301158301157277,3.2239382239376013,0.18026219956299416,False,True,False,False,False
-118.02,34.09,32.0,1747.0,399.0,1199.0,402.0,3.4286,4.345771144277526,2.982587064675875,0.22839152833427426,False,True,False,False,False
-118.59,34.21,34.0,2389.0,521.0,1560.0,514.0,4.8333,4.647859922178084,3.0350194552523275,0.2180828798660436,True,False,False,False,False
-116.8,33.52,3.0,830.0,145.0,272.0,104.0,3.8281,7.980769230761557,2.6153846153821005,0.17469879518070183,False,True,False,False,False
-118.19,33.85,45.0,1167.0,302.0,773.0,287.0,3.2798,4.0662020905909175,2.693379790939828,0.2587832047986068,False,False,False,False,True
-117.18,32.8,10.0,3821.0,631.0,1605.0,609.0,5.5454,6.2742200328396915,2.6354679802951337,0.1651400157026913,False,False,False,False,True
-117.86,33.71,36.0,191.0,42.0,208.0,37.0,3.375,5.16216216214821,5.621621621606428,0.21989528795800006,True,False,False,False,False
-118.08,33.97,38.0,1026.0,190.0,789.0,193.0,4.2,5.316062176163049,4.088082901552286,0.18518518518516713,True,False,False,False,False
-117.36,34.0,19.0,4592.0,895.0,2769.0,838.0,3.3622,5.479713603817961,3.304295942720369,0.19490418118466474,False,True,False,False,False
-121.78,37.97,4.0,17032.0,2546.0,7653.0,2359.0,5.5601,7.22000847816841,3.2441712590079166,0.14948332550493104,False,True,False,False,False
-121.27,38.13,40.0,2402.0,509.0,1197.0,486.0,2.1771,4.942386831274703,2.462962962962456,0.21190674437967477,False,True,False,False,False
-118.67,34.28,21.0,4059.0,598.0,2133.0,634.0,5.6949,6.402208201891734,3.3643533123023084,0.14732692781472906,True,False,False,False,False
-121.83,37.37,43.0,1461.0,284.0,800.0,258.0,3.2279,5.662790697672224,3.100775193797248,0.19438740588636588,True,False,False,False,False
-122.53,37.92,45.0,1530.0,324.0,608.0,328.0,3.875,4.664634146340042,1.8536585365848008,0.2117647058823391,False,False,False,True,False
-117.91,33.73,26.0,2413.0,512.0,2867.0,509.0,4.7639,4.74066797642343,5.632612966600072,0.21218400331536624,True,False,False,False,False
-119.79,36.75,33.0,3161.0,934.0,3530.0,846.0,1.123,3.736406619384901,4.172576832150807,0.2954761151534231,False,True,False,False,False
-117.9,33.64,28.0,2466.0,507.0,1081.0,465.0,3.9375,5.303225806450473,2.324731182795199,0.20559610705595274,True,False,False,False,False
-121.01,37.66,36.0,3679.0,613.0,1366.0,581.0,4.5,6.332185886401663,2.35111876075691,0.16662136450121862,False,True,False,False,False
-122.38,40.61,14.0,4773.0,1133.0,2101.0,1072.0,1.7227,4.452425373133913,1.9598880597013095,0.23737691179551146,False,True,False,False,False
-122.17,37.73,52.0,1555.0,289.0,620.0,292.0,3.7159,5.325342465751601,2.12328767123215,0.1858520900321424,False,False,False,True,False
-117.27,34.39,6.0,6988.0,1121.0,3660.0,1092.0,4.2224,6.399267399266813,3.3516483516480444,0.16041785918717572,False,True,False,False,False
-117.06,32.57,25.0,1268.0,282.0,991.0,299.0,3.0284,4.240802675583866,3.314381270901902,0.22239747634067647,False,False,False,False,True
-117.9,34.07,36.0,1009.0,164.0,466.0,149.0,5.8519,6.771812080532368,3.1275167785213913,0.1625371655103902,True,False,False,False,False
-120.48,35.05,24.0,2314.0,468.0,1549.0,463.0,2.8203,4.997840172785097,3.345572354210941,0.2022471910112272,True,False,False,False,False
-121.17,38.71,15.0,3084.0,557.0,1040.0,562.0,2.5183,5.487544483984788,1.850533807828852,0.18060959792476716,False,True,False,False,False
-117.17,32.73,52.0,408.0,143.0,313.0,143.0,1.815,2.853146853144858,2.1888111888096584,0.3504901960783455,False,False,False,False,True
-120.67,37.97,9.0,7450.0,1475.0,2233.0,930.0,2.6528,8.01075268817118,2.401075268816946,0.1979865771812054,False,True,False,False,False
-122.31,37.93,36.0,1526.0,256.0,696.0,263.0,3.5089,5.802281368819087,2.646387832698614,0.16775884665791824,False,False,False,True,False
-118.08,33.77,26.0,2461.0,562.0,971.0,544.0,2.1944,4.523897058822698,1.784926470587907,0.22836245428686597,True,False,False,False,False
-117.08,32.74,33.0,3260.0,673.0,1784.0,666.0,3.5078,4.8948948948941595,2.6786786786782764,0.20644171779140472,False,False,False,False,True
-120.65,35.41,15.0,6725.0,1111.0,3139.0,1029.0,4.1875,6.535471331389063,3.0505344995137946,0.1652044609665403,True,False,False,False,False
-118.14,33.9,26.0,2145.0,471.0,1150.0,429.0,3.5972,4.999999999998835,2.680652680652056,0.21958041958040933,True,False,False,False,False
-122.62,38.25,24.0,2388.0,358.0,1187.0,362.0,4.6534,6.596685082871106,3.2790055248609726,0.14991624790619137,True,False,False,False,False
-121.46,38.58,40.0,1394.0,397.0,689.0,353.0,1.7765,3.949008498582451,1.9518413597728181,0.28479196556669406,False,True,False,False,False
-120.97,37.69,14.0,5514.0,909.0,2819.0,970.0,3.8598,5.684536082473641,2.9061855670100094,0.1648531011969502,False,True,False,False,False
-118.09,33.84,27.0,1594.0,295.0,1061.0,320.0,4.7917,4.981249999998443,3.315624999998964,0.1850690087829244,True,False,False,False,False
-118.48,34.31,31.0,1091.0,256.0,892.0,238.0,3.0,4.584033613443452,3.747899159662291,0.23464711274058342,True,False,False,False,False
-118.68,34.33,45.0,121.0,25.0,67.0,27.0,2.9821,4.481481481464884,2.481481481472291,0.20661157024776314,True,False,False,False,False
-119.79,36.81,33.0,1461.0,261.0,494.0,254.0,4.25,5.7519685039347435,1.944881889763014,0.17864476386035738,False,True,False,False,False
-117.95,34.06,32.0,2252.0,415.0,1370.0,411.0,4.6312,5.479318734791854,3.3333333333325226,0.18428063943160816,True,False,False,False,False
-118.42,34.24,17.0,2049.0,548.0,2243.0,541.0,2.525,3.7874306839179686,4.14602587800293,0.2674475353831007,True,False,False,False,False
-118.36,33.97,19.0,4651.0,1281.0,2917.0,1121.0,2.6823,4.148974130240486,2.6021409455840674,0.27542463986238924,True,False,False,False,False
-119.04,35.32,20.0,37.0,11.0,34.0,8.0,1.2,4.624999999942188,4.249999999946875,0.2972972972964938,False,True,False,False,False
-118.02,34.15,44.0,2267.0,426.0,980.0,372.0,3.6,6.094086021503738,2.6344086021498296,0.18791354212614964,False,True,False,False,False
-117.21,33.2,22.0,3337.0,518.0,1288.0,466.0,5.04,7.160944206007048,2.7639484978534843,0.15522924782738523,True,False,False,False,False
-118.39,33.87,19.0,3303.0,584.0,1329.0,569.0,7.521,5.804920913882986,2.3356766256586403,0.17680896155010062,True,False,False,False,False
-119.79,36.31,25.0,4984.0,1029.0,2414.0,961.0,2.2937,5.186264308011947,2.5119667013524962,0.20646067415729924,False,True,False,False,False
-118.17,34.05,35.0,1256.0,294.0,2990.0,302.0,3.1528,4.158940397349617,9.900662251652351,0.23407643312100046,True,False,False,False,False
-122.08,37.88,26.0,2947.0,433.0,825.0,626.0,2.933,4.707667731628641,1.3178913738017064,0.1469290804207619,False,False,False,True,False
-118.22,33.98,36.0,1514.0,453.0,1496.0,448.0,2.1044,3.3794642857135315,3.339285714284969,0.2992073976221731,True,False,False,False,False
-120.72,38.57,8.0,892.0,185.0,427.0,164.0,2.6833,5.439024390240586,2.6036585365837785,0.20739910313899018,False,True,False,False,False
-121.66,37.93,19.0,2055.0,358.0,1064.0,350.0,4.7426,5.871428571426894,3.0399999999991314,0.174209245742084,False,True,False,False,False
-118.42,34.01,29.0,1996.0,489.0,960.0,449.0,3.6611,4.44543429843999,2.1380846325162275,0.24498997995990757,True,False,False,False,False
-117.78,33.68,19.0,2500.0,331.0,1027.0,327.0,6.115,7.645259938835583,3.1406727828736574,0.1323999999999947,True,False,False,False,False
-118.42,34.32,30.0,3027.0,604.0,1970.0,590.0,4.3409,5.130508474575401,3.3389830508468914,0.19953749587049224,True,False,False,False,False
-117.09,32.66,46.0,844.0,147.0,423.0,161.0,3.375,5.242236024841465,2.627329192544952,0.17417061611372342,False,False,False,False,True
-122.28,37.9,52.0,2318.0,328.0,779.0,312.0,7.1754,7.4294871794847985,2.4967948717940716,0.14150129421914834,False,False,False,True,False
-117.65,34.06,41.0,1171.0,334.0,1479.0,334.0,2.25,3.5059880239510464,4.428143712573525,0.28522630230569723,False,True,False,False,False
-121.98,37.35,36.0,1054.0,193.0,546.0,187.0,4.5625,5.636363636360622,2.919786096255123,0.18311195445918566,True,False,False,False,False
-117.27,32.82,42.0,2820.0,488.0,1175.0,500.0,4.5083,5.639999999998873,2.3499999999995302,0.1730496453900648,False,False,False,False,True
-119.19,34.17,35.0,4276.0,767.0,3295.0,708.0,4.2583,6.039548022598017,4.653954802259229,0.1793732460243176,False,False,False,False,True
-117.11,32.78,16.0,2220.0,512.0,930.0,527.0,3.6528,4.2125237191642855,1.764705882352606,0.23063063063062023,False,False,False,False,True
-122.11,38.01,39.0,1313.0,306.0,575.0,231.0,3.1711,5.683982683980224,2.4891774891764116,0.2330540746382153,False,False,False,True,False
-118.17,33.91,42.0,856.0,167.0,748.0,195.0,3.8,4.389743589741339,3.835897435895469,0.19509345794390243,True,False,False,False,False
-118.16,34.71,27.0,6007.0,998.0,2680.0,882.0,4.1719,6.81065759637111,3.0385487528341226,0.16613950391209978,False,True,False,False,False
-122.26,37.87,52.0,1087.0,371.0,3337.0,350.0,1.4012,3.1057142857133986,9.53428571428299,0.3413063477460587,False,False,False,True,False
-117.26,32.98,12.0,3900.0,977.0,1690.0,892.0,4.125,4.37219730941655,1.894618834080505,0.2505128205128141,False,False,False,False,True
-117.93,34.04,23.0,6361.0,1168.0,4580.0,1109.0,4.9342,5.735798016230321,4.129846708746246,0.18361892784153147,True,False,False,False,False
-122.19,37.77,52.0,2329.0,445.0,1144.0,417.0,3.5114,5.585131894483073,2.7434052757787186,0.19106912838127132,False,False,False,True,False
-122.06,37.63,12.0,6711.0,1374.0,3388.0,1289.0,3.8625,5.206361520558168,2.6283941039563516,0.20473848904782888,False,False,False,True,False
-118.3,33.73,40.0,2582.0,606.0,1304.0,588.0,3.5694,4.391156462584287,2.2176870748295547,0.23470178156466945,False,False,False,False,True
-118.28,34.05,44.0,968.0,384.0,1805.0,375.0,1.4801,2.581333333332645,4.81333333333205,0.39669421487599205,True,False,False,False,False
-117.77,33.69,15.0,500.0,113.0,261.0,116.0,5.0631,4.310344827582491,2.24999999999806,0.2259999999999548,True,False,False,False,False
-117.14,32.76,35.0,1785.0,493.0,965.0,506.0,2.0792,3.5276679841890264,1.907114624505552,0.2761904761904607,False,False,False,False,True
-118.61,34.31,4.0,1949.0,458.0,868.0,398.0,5.0151,4.8969849246218855,2.180904522612517,0.23499230374549845,True,False,False,False,False
-118.29,34.01,42.0,814.0,223.0,511.0,188.0,2.3942,4.329787234040251,2.7180851063815332,0.2739557739557403,True,False,False,False,False
-122.36,38.03,32.0,2159.0,393.0,981.0,369.0,4.3173,5.850948509483509,2.6585365853651335,0.18202871699860204,False,False,False,True,False
-122.61,38.09,18.0,6205.0,821.0,2311.0,756.0,6.9081,8.207671957670872,3.0568783068779024,0.13231265108783025,True,False,False,False,False
-117.22,32.75,34.0,6001.0,1111.0,2654.0,1072.0,4.5878,5.597947761193508,2.4757462686564855,0.1851358106982139,False,False,False,False,True
-117.88,33.84,25.0,1781.0,349.0,918.0,378.0,3.9286,4.711640211638965,2.4285714285707862,0.19595732734417765,True,False,False,False,False
-117.34,33.71,10.0,2591.0,486.0,1255.0,425.0,3.1513,6.09647058823386,2.9529411764698934,0.18757236588189163,True,False,False,False,False
-122.09,37.65,35.0,1184.0,200.0,572.0,194.0,4.7143,6.103092783502009,2.948453608245903,0.16891891891890465,False,False,False,True,False
-121.93,37.25,21.0,1354.0,289.0,639.0,273.0,4.5333,4.9597069597051435,2.3406593406584832,0.2134416543574436,True,False,False,False,False
-121.96,37.74,2.0,200.0,20.0,25.0,9.0,15.0001,22.222222221975308,2.7777777777469135,0.09999999999995,True,False,False,False,False
-117.77,34.08,27.0,5929.0,932.0,2817.0,828.0,6.0434,7.1606280193228065,3.4021739130430673,0.15719345589475195,False,True,False,False,False
-118.09,34.15,49.0,1467.0,259.0,688.0,260.0,4.3452,5.642307692305523,2.6461538461528287,0.17655078391273507,False,True,False,False,False
-119.71,36.88,17.0,2236.0,315.0,992.0,312.0,6.9405,7.16666666666437,3.1794871794861606,0.14087656529516365,False,True,False,False,False
-124.21,41.77,17.0,3461.0,722.0,1947.0,647.0,2.5795,5.34930448222483,3.0092735703241096,0.20861022825772296,False,False,False,False,True
-123.72,41.09,19.0,1970.0,431.0,1166.0,363.0,1.8208,5.426997245177568,3.2121212121203273,0.21878172588831377,True,False,False,False,False
-118.14,34.2,39.0,2569.0,426.0,1282.0,432.0,5.0953,5.946759259257883,2.9675925925919056,0.16582327753989234,False,True,False,False,False
-119.05,36.09,9.0,3297.0,568.0,1749.0,568.0,4.0217,5.80457746478771,3.0792253521121338,0.17227782832877853,False,True,False,False,False
-118.09,34.15,52.0,670.0,141.0,268.0,110.0,3.5568,6.090909090903554,2.4363636363614214,0.21044776119399844,False,True,False,False,False
-118.36,34.16,45.0,1755.0,335.0,822.0,342.0,5.1423,5.131578947366921,2.403508771929122,0.19088319088318,True,False,False,False,False
-118.57,34.17,31.0,1950.0,383.0,870.0,357.0,3.1875,5.46218487394805,2.436974789915284,0.19641025641024634,True,False,False,False,False
-120.86,37.76,32.0,964.0,198.0,623.0,201.0,3.0917,4.796019900495127,3.099502487560647,0.20539419087134797,False,True,False,False,False
-121.19,39.55,17.0,1483.0,284.0,481.0,211.0,1.4896,7.028436018954015,2.2796208530794884,0.19150370869857103,False,True,False,False,False
-118.31,34.06,14.0,1559.0,646.0,1639.0,567.0,1.9949,2.749559082891931,2.890652557318714,0.4143681847337771,True,False,False,False,False
-117.06,33.09,11.0,7483.0,1276.0,3516.0,1261.0,4.0484,5.934179222838546,2.7882632831084226,0.17051984498195683,True,False,False,False,False
-122.25,37.8,42.0,4120.0,1065.0,1715.0,1015.0,2.9345,4.059113300492211,1.6896551724136266,0.2584951456310617,False,False,False,True,False
-116.17,33.66,22.0,639.0,203.0,664.0,153.0,1.9306,4.176470588232565,4.339869281042915,0.317683881064113,False,True,False,False,False
-117.04,34.0,25.0,3750.0,781.0,1594.0,785.0,2.4167,4.7770700636936585,2.0305732484073844,0.2082666666666611,False,True,False,False,False
-119.34,36.62,26.0,1922.0,339.0,1148.0,332.0,2.6058,5.789156626504281,3.4578313253001633,0.17637877211237377,False,True,False,False,False
-119.76,36.74,52.0,2137.0,448.0,1194.0,444.0,1.3029,4.813063063061979,2.6891891891885837,0.20963968179690173,False,True,False,False,False
-120.43,34.7,26.0,2353.0,389.0,1420.0,389.0,3.87,6.048843187659114,3.6503856041121723,0.16532086697831852,False,False,False,False,True
-122.49,37.98,34.0,1256.0,178.0,460.0,174.0,6.4271,7.218390804593553,2.643678160918021,0.14171974522291864,False,False,False,True,False
-118.24,33.97,37.0,1212.0,314.0,1403.0,279.0,2.5536,4.34408602150382,5.028673835123646,0.2590759075907377,True,False,False,False,False
-121.63,40.92,23.0,1922.0,411.0,872.0,350.0,2.2337,5.491428571427003,2.4914285714278597,0.21383975026013455,False,True,False,False,False
-122.36,37.93,17.0,1258.0,254.0,885.0,229.0,3.05,5.49344978165699,3.864628820959011,0.2019077901430682,False,False,False,True,False
-118.33,33.98,38.0,3063.0,796.0,2153.0,721.0,1.8472,4.248266296809397,2.9861303744794747,0.2598759386222573,True,False,False,False,False
-118.17,34.06,36.0,871.0,201.0,2862.0,181.0,2.1845,4.812154696129938,15.812154696123862,0.23076923076920428,True,False,False,False,False
-117.35,33.95,28.0,1650.0,210.0,557.0,211.0,7.6632,7.819905213266437,2.6398104265390336,0.12727272727271954,False,True,False,False,False
-122.07,37.95,39.0,2199.0,388.0,1025.0,385.0,4.5893,5.711688311686828,2.662337662336971,0.17644383810822298,False,False,False,True,False
-121.79,37.33,18.0,3611.0,614.0,2381.0,642.0,5.6345,5.624610591899435,3.7087227414324437,0.17003600110772168,True,False,False,False,False
-121.83,36.61,27.0,2248.0,466.0,1644.0,453.0,3.2545,4.96247240617992,3.629139072846881,0.2072953736654712,True,False,False,False,False
-122.07,37.86,23.0,1025.0,205.0,263.0,191.0,3.12,5.366492146594049,1.3769633507846195,0.19999999999998047,False,False,False,True,False
-122.26,37.52,34.0,483.0,131.0,291.0,157.0,3.0833,3.076433121017149,1.8535031847121954,0.27122153209104116,False,False,False,False,True
-118.19,34.04,45.0,963.0,234.0,1194.0,239.0,2.1806,4.029288702927184,4.9958158995795,0.24299065420558225,True,False,False,False,False
-119.81,34.44,14.0,961.0,305.0,662.0,286.0,3.2115,3.3601398601386854,2.3146853146845054,0.31737773152962356,False,False,False,False,True
-118.09,33.96,36.0,1116.0,229.0,719.0,233.0,3.425,4.789699570813395,3.0858369098699203,0.20519713261646905,True,False,False,False,False
-122.08,37.64,30.0,5267.0,1253.0,4065.0,1113.0,3.3479,4.732255166217005,3.6522911051209657,0.23789633567495277,False,False,False,True,False
-121.58,39.83,16.0,4591.0,904.0,1904.0,812.0,2.2419,5.653940886698811,2.3448275862066077,0.19690699194074937,False,True,False,False,False
-122.79,39.09,20.0,1798.0,395.0,685.0,331.0,1.625,5.432024169182649,2.069486404833212,0.21968854282534928,False,True,False,False,False
-118.2,33.88,40.0,1699.0,346.0,1188.0,329.0,4.2083,5.164133738600254,3.610942249239024,0.20364920541493797,True,False,False,False,False
-117.95,33.82,35.0,1068.0,190.0,514.0,174.0,4.0735,6.137931034479232,2.9540229885040494,0.17790262172282978,True,False,False,False,False
-122.12,37.29,11.0,436.0,70.0,212.0,75.0,8.6196,5.813333333325582,2.8266666666628977,0.1605504587155595,True,False,False,False,False
-117.11,32.68,36.0,26.0,14.0,58.0,23.0,1.9107,1.1304347826037808,2.5217391304238186,0.5384615384594675,False,False,False,False,True
-118.32,34.16,49.0,1074.0,170.0,403.0,208.0,6.2547,5.163461538459057,1.9374999999990685,0.1582867783984955,True,False,False,False,False
-117.97,34.08,30.0,2227.0,474.0,1961.0,481.0,3.3261,4.629937629936667,4.076923076922229,0.21284238886393297,False,True,False,False,False
-117.96,34.07,35.0,2819.0,529.0,1508.0,485.0,4.6118,5.81237113401942,3.1092783505148227,0.187655196878319,True,False,False,False,False
-117.29,33.08,18.0,3225.0,515.0,1463.0,476.0,5.7787,6.7752100840321905,3.0735294117640604,0.1596899224806152,False,False,False,False,True
-122.08,37.24,21.0,427.0,63.0,182.0,70.0,11.3283,6.099999999991286,2.5999999999962857,0.14754098360652282,True,False,False,False,False
-119.73,36.62,35.0,2080.0,365.0,1026.0,333.0,3.5781,6.246246246244371,3.081081081080156,0.17548076923076078,False,True,False,False,False
-118.55,34.03,35.0,9075.0,1858.0,3646.0,1724.0,6.0307,5.26392111368879,2.114849187934912,0.20473829201101704,True,False,False,False,False
-122.43,37.79,52.0,3219.0,969.0,1152.0,830.0,4.2042,3.878313253011581,1.3879518072287484,0.30102516309411925,False,False,False,True,False
-121.3,38.13,23.0,2864.0,504.0,1298.0,499.0,3.2303,5.739478957914682,2.601202404809098,0.17597765363127876,False,True,False,False,False
-121.67,39.14,22.0,2264.0,390.0,1056.0,403.0,3.6111,5.617866004961385,2.6203473945402926,0.17226148409893233,False,True,False,False,False
-117.24,32.71,32.0,4164.0,701.0,1277.0,607.0,6.6661,6.8599670510697095,2.1037891268530307,0.1683477425552313,False,False,False,False,True
-118.0,33.88,18.0,2628.0,720.0,2276.0,649.0,2.735,4.049306625577188,3.5069337442213393,0.2739726027397156,True,False,False,False,False
-119.48,35.17,36.0,116.0,20.0,39.0,18.0,3.125,6.444444444408642,2.16666666665463,0.17241379310329963,False,True,False,False,False
-118.11,34.16,52.0,2489.0,437.0,1101.0,438.0,4.2065,5.682648401825187,2.5136986301364126,0.1755725190839624,False,True,False,False,False
-118.08,33.89,33.0,2131.0,435.0,2045.0,426.0,4.0,5.002347417839202,4.800469483566949,0.20412951665883602,True,False,False,False,False
-118.32,34.0,50.0,3250.0,693.0,2300.0,675.0,1.95,4.814814814814101,3.4074074074069025,0.21323076923076267,True,False,False,False,False
-117.11,32.75,18.0,1943.0,587.0,1329.0,522.0,1.7696,3.7222222222215087,2.5459770114937648,0.302110138960355,False,False,False,False,True
-121.82,39.76,23.0,6010.0,1116.0,2710.0,1149.0,3.0068,5.230635335073522,2.3585726718883935,0.18569051580698526,False,True,False,False,False
-122.28,37.89,52.0,2070.0,329.0,722.0,306.0,5.4171,6.7647058823507304,2.3594771241822357,0.15893719806762516,False,False,False,True,False
-118.17,33.78,23.0,3768.0,1261.0,3940.0,1098.0,1.9647,3.4316939890707254,3.58834244080113,0.3346602972399062,False,False,False,False,True
-119.27,34.27,52.0,1577.0,343.0,836.0,335.0,3.5893,4.707462686565759,2.4955223880589568,0.21750158528850871,False,False,False,False,True
-118.87,35.37,14.0,2458.0,433.0,1352.0,411.0,3.5441,5.980535279803898,3.289537712894577,0.17615947925141676,False,True,False,False,False
-121.28,38.61,23.0,2547.0,504.0,1235.0,469.0,2.4722,5.430703624732318,2.6332622601273705,0.19787985865723604,False,True,False,False,False
-118.07,34.1,34.0,2253.0,522.0,1262.0,511.0,3.4375,4.4090019569463,2.4696673189819043,0.23169107856190715,True,False,False,False,False
-118.19,34.22,32.0,10626.0,1504.0,4353.0,1482.0,9.8413,7.1700404858294755,2.9372469635625547,0.14153961980048804,True,False,False,False,False
-122.38,40.67,10.0,2281.0,444.0,1274.0,438.0,2.212,5.207762557076436,2.908675799086094,0.19465146865409055,False,True,False,False,False
-122.26,37.85,52.0,2202.0,434.0,910.0,402.0,3.2031,5.477611940297145,2.263681592039238,0.19709355131697562,False,False,False,True,False
-121.49,38.49,26.0,4629.0,832.0,2902.0,816.0,2.735,5.672794117646363,3.556372549019172,0.1797364441564014,False,True,False,False,False
